GeneID,CTRLH1,CTRLH2,CTRLN1,CTRLN2
ENSG00000284341,0,0,0,0
ENSG00000284343,0,0,1,0
ENSG00000284344,0,0,0,0
ENSG00000284346,0,0,0,0
ENSG00000284351,0,0,0,0
ENSG00000284353,0,0,0,0
ENSG00000284356,0,0,0,0
ENSG00000284357,0,0,0,0
ENSG00000284360,0,0,0,0
ENSG00000284361,0,0,0,0
ENSG00000284362,0,0,0,0
ENSG00000284363,0,0,0,0
ENSG00000284364,0,0,0,0
ENSG00000284368,0,0,0,0
ENSG00000284370,0,0,0,0
ENSG00000284372,0,0,0,0
ENSG00000284373,0,0,0,0
ENSG00000284375,0,0,0,0
ENSG00000284376,0,0,0,0
ENSG00000284377,0,0,0,0
ENSG00000284378,0,0,0,0
ENSG00000284380,0,0,0,0
ENSG00000284385,0,0,0,0
ENSG00000284386,0,0,0,0
ENSG00000284387,0,0,0,0
ENSG00000284388,0,0,0,0
ENSG00000284391,0,0,1,1
ENSG00000284393,0,0,0,0
ENSG00000284394,0,0,0,0
ENSG00000284395,0,0,0,1
ENSG00000284399,0,0,0,0
ENSG00000284402,0,0,0,0
ENSG00000284407,0,0,0,0
ENSG00000284410,0,0,0,0
ENSG00000284411,0,0,0,0
ENSG00000284412,0,0,0,0
ENSG00000284415,0,0,0,0
ENSG00000284416,0,0,0,0
ENSG00000284418,2,0,0,0
ENSG00000284419,0,0,0,0
ENSG00000284421,0,0,0,0
ENSG00000284424,0,0,0,0
ENSG00000284425,0,0,0,0
ENSG00000284427,0,0,0,0
ENSG00000284428,17,12,61,43
ENSG00000284430,0,0,1,0
ENSG00000284431,5,5,0,3
ENSG00000284433,0,0,0,0
ENSG00000284435,0,0,0,0
ENSG00000284436,0,0,0,0
ENSG00000284438,0,0,0,0
ENSG00000284439,0,0,0,0
ENSG00000284440,0,0,0,0
ENSG00000284442,0,0,0,0
ENSG00000284443,0,0,0,0
ENSG00000284446,0,0,0,0
ENSG00000284447,0,0,0,0
ENSG00000284448,0,0,0,0
ENSG00000284450,0,0,0,0
ENSG00000284452,1,1,0,0
ENSG00000284453,0,0,0,0
ENSG00000284458,0,0,0,0
ENSG00000284459,0,0,0,0
ENSG00000284461,0,1,2,1
ENSG00000284463,0,0,0,0
ENSG00000284464,0,0,0,0
ENSG00000284465,0,0,0,0
ENSG00000284469,0,0,0,0
ENSG00000284471,0,0,0,0
ENSG00000284473,5,10,5,4
ENSG00000284474,0,0,0,0
ENSG00000284479,0,0,0,0
ENSG00000284481,0,0,0,0
ENSG00000284482,0,0,0,0
ENSG00000284484,0,0,0,0
ENSG00000284485,0,0,0,0
ENSG00000284488,0,0,0,0
ENSG00000284489,0,0,0,0
ENSG00000284490,0,0,0,0
ENSG00000284491,0,3,3,4
ENSG00000284498,0,0,0,0
ENSG00000284499,0,0,0,0
ENSG00000284500,0,0,0,0
ENSG00000284503,0,0,0,0
ENSG00000284505,0,0,0,0
ENSG00000284508,0,0,0,0
ENSG00000284512,1,0,0,1
ENSG00000284513,0,0,0,0
ENSG00000284516,0,0,0,0
ENSG00000284517,0,0,0,0
ENSG00000284518,0,0,0,0
ENSG00000284519,0,0,0,0
ENSG00000284520,0,0,0,0
ENSG00000284522,0,0,0,0
ENSG00000284523,5,9,32,21
ENSG00000284525,0,0,0,0
ENSG00000284526,32,33,48,42
ENSG00000284532,0,0,0,0
ENSG00000284534,0,0,0,0
ENSG00000284535,0,0,0,0
ENSG00000284536,0,0,0,0
ENSG00000284538,0,0,0,0
ENSG00000284540,0,0,0,0
ENSG00000284541,0,0,0,0
ENSG00000284542,0,0,0,0
ENSG00000284543,0,0,0,0
ENSG00000284544,0,0,0,0
ENSG00000284546,0,0,0,0
ENSG00000284547,0,0,0,0
ENSG00000284550,0,0,0,0
ENSG00000284553,0,0,0,0
ENSG00000284554,0,0,0,0
ENSG00000284557,0,0,0,0
ENSG00000284558,0,0,0,0
ENSG00000284561,0,0,0,0
ENSG00000284564,0,0,0,0
ENSG00000284565,0,0,0,0
ENSG00000284567,0,0,0,0
ENSG00000284568,0,0,0,0
ENSG00000284570,0,0,0,0
ENSG00000284572,0,0,0,0
ENSG00000284574,0,0,0,0
ENSG00000284575,0,0,0,0
ENSG00000284583,0,0,0,0
ENSG00000284584,0,0,0,0
ENSG00000284585,0,0,0,0
ENSG00000284586,0,0,0,0
ENSG00000284587,0,0,0,0
ENSG00000284591,0,0,0,0
ENSG00000284592,0,0,0,0
ENSG00000284594,0,0,0,0
ENSG00000284595,0,0,0,0
ENSG00000284596,0,0,0,0
ENSG00000284600,0,0,0,1
ENSG00000284601,0,0,0,0
ENSG00000284602,3,3,22,10
ENSG00000284603,0,0,0,0
ENSG00000284604,0,0,0,0
ENSG00000284605,0,0,0,0
ENSG00000284606,6,4,5,3
ENSG00000284607,0,1,1,0
ENSG00000284608,0,0,0,0
ENSG00000284609,0,0,0,0
ENSG00000284610,21,29,58,47
ENSG00000284611,0,0,0,0
ENSG00000284612,0,1,0,0
ENSG00000284613,0,0,0,0
ENSG00000284614,0,1,0,0
ENSG00000284615,0,0,0,0
ENSG00000284616,0,0,0,0
ENSG00000284617,1,0,1,2
ENSG00000284618,0,1,0,0
ENSG00000284619,0,0,0,1
ENSG00000284620,0,0,1,0
ENSG00000284621,0,0,1,0
ENSG00000284622,0,0,0,0
ENSG00000284623,0,0,0,0
ENSG00000284624,0,0,1,1
ENSG00000284625,0,0,0,0
ENSG00000284626,0,0,0,0
ENSG00000284627,0,0,0,0
ENSG00000284628,0,0,0,0
ENSG00000284629,0,0,0,0
ENSG00000284630,2,0,5,5
ENSG00000284631,0,0,0,0
ENSG00000284632,0,0,0,0
ENSG00000284633,2,3,16,15
ENSG00000284634,2,4,16,6
ENSG00000284635,0,0,0,0
ENSG00000284636,7,2,4,5
ENSG00000284637,0,0,0,0
ENSG00000284638,1,0,0,0
ENSG00000284639,0,0,0,0
ENSG00000284640,3,3,0,0
ENSG00000284641,0,0,0,0
ENSG00000284642,0,0,2,2
ENSG00000284643,0,0,0,0
ENSG00000284644,0,0,0,0
ENSG00000284645,0,0,0,0
ENSG00000284646,0,0,0,0
ENSG00000284648,0,0,0,0
ENSG00000284649,0,0,0,0
ENSG00000284650,0,0,0,0
ENSG00000284651,0,0,0,0
ENSG00000284652,1,2,2,1
ENSG00000284653,0,0,0,0
ENSG00000284654,0,0,0,0
ENSG00000284655,0,0,0,0
ENSG00000284656,0,0,0,0
ENSG00000284657,0,1,1,5
ENSG00000284658,0,0,0,0
ENSG00000284659,0,0,1,2
ENSG00000284660,0,0,0,0
ENSG00000284661,0,0,0,1
ENSG00000284662,0,0,0,0
ENSG00000284663,0,0,0,0
ENSG00000284664,6,8,9,6
ENSG00000284665,0,0,0,0
ENSG00000284666,0,0,0,0
ENSG00000284667,0,0,0,0
ENSG00000284668,0,0,0,0
ENSG00000284669,1,2,0,1
ENSG00000284670,0,0,0,2
ENSG00000284671,0,0,0,0
ENSG00000284672,0,0,0,0
ENSG00000284673,0,0,0,0
ENSG00000284674,0,0,0,0
ENSG00000284675,0,0,0,0
ENSG00000284676,0,0,0,0
ENSG00000284677,0,0,2,1
ENSG00000284678,0,0,0,0
ENSG00000284679,0,0,0,0
ENSG00000284680,0,0,0,0
ENSG00000284682,0,0,0,0
ENSG00000284684,0,0,0,0
ENSG00000284685,0,0,1,0
ENSG00000284686,0,1,1,0
ENSG00000284687,0,0,0,0
ENSG00000284688,0,0,0,0
ENSG00000284689,0,0,0,0
ENSG00000284690,0,0,0,0
ENSG00000284691,170,196,88,66
ENSG00000284692,0,0,0,0
ENSG00000284693,13,2,17,13
ENSG00000284694,0,0,0,0
ENSG00000284695,0,0,0,0
ENSG00000284696,0,0,0,0
ENSG00000284697,0,0,0,0
ENSG00000284698,0,0,0,0
ENSG00000284699,0,0,0,0
ENSG00000284700,0,0,0,0
ENSG00000284701,0,0,0,0
ENSG00000284702,0,0,0,0
ENSG00000284703,0,0,0,0
ENSG00000284704,0,0,0,0
ENSG00000284705,0,0,1,0
ENSG00000284706,0,0,0,0
ENSG00000284707,1,4,5,3
ENSG00000284708,0,0,0,0
ENSG00000284709,0,0,0,0
ENSG00000284710,0,0,0,0
ENSG00000284711,0,0,0,0
ENSG00000284713,4,4,0,0
ENSG00000284715,0,0,0,0
ENSG00000284716,5,3,0,0
ENSG00000284717,0,0,0,0
ENSG00000284718,0,0,0,0
ENSG00000284719,10,8,14,7
ENSG00000284720,0,0,0,0
ENSG00000284721,1,0,1,0
ENSG00000284722,0,0,0,0
ENSG00000284723,0,0,0,0
ENSG00000284724,0,0,0,0
ENSG00000284725,0,0,0,0
ENSG00000284726,0,0,0,0
ENSG00000284727,0,0,2,2
ENSG00000284728,0,0,0,0
ENSG00000284730,0,0,0,0
ENSG00000284731,2,0,6,2
ENSG00000284732,0,1,0,0
ENSG00000284733,0,0,0,0
ENSG00000284734,0,0,0,0
ENSG00000284735,0,0,0,1
ENSG00000284736,0,0,0,0
ENSG00000284738,11,17,12,13
ENSG00000284739,0,0,0,0
ENSG00000284740,2,3,6,1
ENSG00000284741,0,0,0,0
ENSG00000284742,0,0,0,0
ENSG00000284743,0,0,0,0
ENSG00000284744,0,0,0,0
ENSG00000284745,0,0,0,0
ENSG00000284746,0,0,0,0
ENSG00000284747,2,2,14,9
ENSG00000284748,0,0,0,0
ENSG00000284753,338,400,329,307
ENSG00000284762,0,0,0,0
ENSG00000284763,0,0,0,0
ENSG00000284770,23,34,17,7
ENSG00000284772,0,0,0,0
ENSG00000284773,1,0,3,4
ENSG00000284776,0,0,0,0
ENSG00000284779,0,0,0,1
ENSG00000284783,1,0,0,0
ENSG00000284788,0,0,0,0
ENSG00000284791,0,0,0,1
ENSG00000284797,0,1,0,0
ENSG00000284800,0,0,0,0
ENSG00000284803,0,0,0,0
ENSG00000284808,0,0,0,0
ENSG00000284809,0,0,0,0
ENSG00000284820,0,2,0,1
ENSG00000284823,0,1,0,0
ENSG00000284824,0,0,0,0
ENSG00000284825,0,0,0,0
ENSG00000284829,0,0,0,0
ENSG00000284830,0,2,2,2
ENSG00000284834,0,0,0,0
ENSG00000284837,1,0,0,0
ENSG00000284839,0,0,0,0
ENSG00000284840,0,0,0,0
ENSG00000284842,0,0,0,0
ENSG00000284844,0,0,0,0
ENSG00000284846,0,0,0,0
ENSG00000284847,0,1,0,0
ENSG00000284848,0,0,0,0
ENSG00000284858,0,0,0,0
ENSG00000284862,1,3,0,3
ENSG00000284867,0,0,0,0
ENSG00000284873,0,0,0,0
ENSG00000284874,0,0,2,0
ENSG00000284876,0,0,0,0
ENSG00000284879,0,2,5,6
ENSG00000284882,1,1,2,0
ENSG00000284883,3,0,2,4
ENSG00000284892,0,0,0,0
ENSG00000284895,0,0,0,0
ENSG00000284902,1,0,0,0
ENSG00000284906,0,0,0,0
ENSG00000284914,0,0,0,0
ENSG00000284917,0,0,0,0
ENSG00000284922,0,0,0,0
ENSG00000284928,0,0,0,1
ENSG00000284930,0,0,0,0
ENSG00000284931,0,0,0,0
ENSG00000284932,0,0,0,0
ENSG00000284934,0,1,0,0
ENSG00000284946,114,143,157,129
ENSG00000284948,2,2,3,0
ENSG00000284951,0,0,0,0
ENSG00000284952,0,0,1,0
ENSG00000284954,8,7,12,9
ENSG00000284956,0,0,0,0
ENSG00000284957,0,0,0,0
ENSG00000284959,1,1,7,2
ENSG00000284962,0,0,0,0
ENSG00000284964,0,0,0,0
ENSG00000284966,19,11,6,9
ENSG00000284968,15,26,37,40
ENSG00000284969,0,1,0,0
ENSG00000284976,384,456,731,633
ENSG00000284977,0,1,0,0
ENSG00000284981,0,0,1,0
ENSG00000284985,0,1,0,1
ENSG00000284986,0,0,0,0
ENSG00000284987,0,0,0,0
ENSG00000284988,0,0,0,0
ENSG00000284989,0,0,0,0
ENSG00000284994,0,0,0,0
ENSG00000284999,0,0,0,0
ENSG00000285000,2,1,0,1
ENSG00000285006,0,0,0,0
ENSG00000285010,0,0,0,0
ENSG00000285012,0,0,0,0
ENSG00000285016,1,0,0,0
ENSG00000285018,9,14,18,12
ENSG00000285020,0,0,1,1
ENSG00000285025,0,0,0,0
ENSG00000285030,0,0,0,0
ENSG00000285035,0,0,2,0
ENSG00000285040,0,0,0,0
ENSG00000285041,1,3,0,0
ENSG00000285042,0,0,0,2
ENSG00000285043,56,62,69,65
ENSG00000285045,0,0,0,0
ENSG00000285051,0,0,0,0
ENSG00000285053,33,29,110,80
ENSG00000285057,0,0,0,0
ENSG00000285062,0,0,0,0
ENSG00000285064,0,0,0,0
ENSG00000285068,0,0,1,0
ENSG00000285076,0,0,0,0
ENSG00000285077,11,9,13,8
ENSG00000285079,0,0,0,0
ENSG00000285080,0,0,0,0
ENSG00000285081,0,0,0,0
ENSG00000285082,0,0,0,0
ENSG00000285085,1,0,2,2
ENSG00000285090,0,0,0,0
ENSG00000285091,1,7,11,5
ENSG00000285094,3,2,17,19
ENSG00000285095,3,2,2,0
ENSG00000285100,0,0,0,0
ENSG00000285102,0,0,0,0
ENSG00000285103,0,0,0,0
ENSG00000285106,3,0,3,1
ENSG00000285108,1,3,0,2
ENSG00000285115,0,0,0,0
ENSG00000285116,0,0,0,0
ENSG00000285117,0,0,0,0
ENSG00000285122,0,0,0,0
ENSG00000285128,0,2,0,1
ENSG00000285130,1,2,0,1
ENSG00000285133,0,0,0,0
ENSG00000285135,0,0,0,0
ENSG00000285142,0,0,0,0
ENSG00000285144,0,0,0,0
ENSG00000285151,0,0,0,0
ENSG00000285155,1,0,0,1
ENSG00000285159,0,2,5,1
ENSG00000285160,0,0,0,0
ENSG00000285162,0,0,0,0
ENSG00000285163,0,0,0,0
ENSG00000285165,0,0,0,0
ENSG00000285169,0,0,0,0
ENSG00000285171,0,0,0,0
ENSG00000285177,1,1,3,0
ENSG00000285179,0,0,0,0
ENSG00000285184,163,162,269,275
ENSG00000285188,1,0,1,1
ENSG00000285190,0,3,2,4
ENSG00000285191,0,0,0,0
ENSG00000285201,0,0,0,2
ENSG00000285204,0,0,0,0
ENSG00000285205,1,3,10,6
ENSG00000285210,1,1,1,0
ENSG00000285212,25,30,24,21
ENSG00000285215,0,0,0,0
ENSG00000285216,0,0,0,0
ENSG00000285218,0,0,0,0
ENSG00000285219,33,49,62,37
ENSG00000285220,0,0,0,0
ENSG00000285228,0,0,0,0
ENSG00000285230,22,19,77,86
ENSG00000285231,0,0,0,3
ENSG00000285237,0,0,0,0
ENSG00000285238,0,0,0,0
ENSG00000285239,0,0,0,0
ENSG00000285244,1,0,1,0
ENSG00000285245,0,0,0,0
ENSG00000285253,1,0,0,0
ENSG00000285254,0,0,0,0
ENSG00000285257,8,4,8,7
ENSG00000285258,4,2,2,6
ENSG00000285268,0,0,0,0
ENSG00000285269,0,0,1,0
ENSG00000285278,25,35,37,28
ENSG00000285280,2,3,1,2
ENSG00000285283,0,0,0,0
ENSG00000285287,0,0,0,0
ENSG00000285292,0,0,0,0
ENSG00000285294,0,1,0,0
ENSG00000285300,0,0,0,0
ENSG00000285303,0,0,0,0
ENSG00000285304,0,0,0,0
ENSG00000285314,0,0,0,0
ENSG00000285323,0,0,0,0
ENSG00000285325,0,0,0,0
ENSG00000285329,0,2,5,4
ENSG00000285330,0,0,0,0
ENSG00000285331,6,4,8,12
ENSG00000285336,0,0,0,0
ENSG00000285338,0,0,0,0
ENSG00000285347,0,0,0,0
ENSG00000285354,0,0,0,0
ENSG00000285361,0,0,0,0
ENSG00000285366,0,0,0,0
ENSG00000285367,0,1,0,0
ENSG00000285370,0,0,0,0
ENSG00000285373,1,1,0,0
ENSG00000285374,0,0,0,0
ENSG00000285382,0,0,0,0
ENSG00000285388,0,0,0,0
ENSG00000285398,0,1,0,0
ENSG00000285399,40,47,57,61
ENSG00000285401,0,0,0,0
ENSG00000285402,0,0,0,0
ENSG00000285404,0,0,0,0
ENSG00000285405,0,0,0,0
ENSG00000285407,0,1,0,0
ENSG00000285409,0,0,0,0
ENSG00000285410,106,146,642,628
ENSG00000285412,0,0,0,0
ENSG00000285413,0,0,0,0
ENSG00000285416,0,1,0,0
ENSG00000285417,0,0,0,0
ENSG00000285420,0,0,0,0
ENSG00000285424,0,0,0,0
ENSG00000285427,0,4,9,2
ENSG00000285437,22,36,27,38
ENSG00000285441,4,3,7,4
ENSG00000285444,3,0,2,0
ENSG00000285445,0,0,0,0
ENSG00000285446,0,0,0,0
ENSG00000285447,0,0,0,0
ENSG00000285448,0,0,0,0
ENSG00000285454,0,0,0,0
ENSG00000285458,0,2,2,4
ENSG00000285462,0,0,0,0
ENSG00000285467,1,0,0,1
ENSG00000285470,0,0,0,0
ENSG00000285471,0,0,0,0
ENSG00000285472,0,0,0,0
ENSG00000285473,0,0,0,0
ENSG00000285476,0,0,0,0
ENSG00000285480,1,1,1,0
ENSG00000285483,0,0,0,0
ENSG00000285486,0,1,2,0
ENSG00000285491,0,0,0,0
ENSG00000285492,0,0,1,0
ENSG00000285498,0,0,0,0
ENSG00000285505,0,0,0,0
ENSG00000285508,0,0,0,0
ENSG00000285509,1,2,2,1
ENSG00000285513,0,0,0,0
ENSG00000285517,0,0,0,0
ENSG00000285518,5,2,2,2
ENSG00000285519,0,0,0,0
ENSG00000285520,0,0,0,0
ENSG00000285521,0,0,0,0
ENSG00000285522,0,0,0,0
ENSG00000285523,3,2,0,2
ENSG00000285524,0,0,0,0
ENSG00000285525,0,0,0,0
ENSG00000285526,0,0,0,0
ENSG00000285527,0,0,0,0
ENSG00000285528,0,0,0,0
ENSG00000285529,0,0,0,0
ENSG00000285530,0,1,0,0
ENSG00000285531,8,6,18,17
ENSG00000285532,0,0,0,0
ENSG00000285533,71,87,126,145
ENSG00000285534,0,0,0,0
ENSG00000285535,0,0,0,0
ENSG00000285536,0,0,0,0
ENSG00000285537,0,0,0,0
ENSG00000285538,0,0,0,0
ENSG00000285539,0,0,0,0
ENSG00000285540,0,0,0,0
ENSG00000285541,0,0,0,0
ENSG00000285542,0,0,0,0
ENSG00000285543,0,0,0,0
ENSG00000285544,0,1,0,0
ENSG00000285545,0,0,0,1
ENSG00000285546,0,0,0,0
ENSG00000285547,0,0,0,0
ENSG00000285548,0,0,0,0
ENSG00000285549,0,0,0,0
ENSG00000285550,0,0,0,0
ENSG00000285551,0,0,0,0
ENSG00000285552,0,0,0,0
ENSG00000285553,0,0,0,0
ENSG00000285554,0,0,0,0
ENSG00000285555,0,0,0,0
ENSG00000285556,1,0,0,0
ENSG00000285557,2,3,1,0
ENSG00000285558,0,0,0,0
ENSG00000285559,0,0,0,0
ENSG00000285560,0,0,1,0
ENSG00000285561,0,0,0,0
ENSG00000285562,0,0,0,0
ENSG00000285563,0,0,0,0
ENSG00000285564,0,1,0,0
ENSG00000285565,0,0,0,0
ENSG00000285566,0,0,0,0
ENSG00000285567,0,0,0,0
ENSG00000285568,0,0,0,0
ENSG00000285569,1,3,7,5
ENSG00000285570,0,0,3,3
ENSG00000285571,0,0,1,0
ENSG00000285572,0,0,0,0
ENSG00000285573,0,0,0,0
ENSG00000285574,0,0,0,0
ENSG00000285575,0,0,0,0
ENSG00000285576,0,0,0,0
ENSG00000285577,0,0,3,2
ENSG00000285578,0,0,0,0
ENSG00000285579,0,0,0,0
ENSG00000285580,0,0,0,0
ENSG00000285581,1,0,1,1
ENSG00000285582,0,1,1,0
ENSG00000285583,0,0,0,0
ENSG00000285584,0,0,0,0
ENSG00000285585,0,0,0,0
ENSG00000285586,0,0,0,0
ENSG00000285587,11,13,64,50
ENSG00000285588,19,17,1,1
ENSG00000285589,14,21,11,10
ENSG00000285590,0,0,0,0
ENSG00000285591,0,0,0,0
ENSG00000285592,0,0,0,0
ENSG00000285593,1,5,0,0
ENSG00000285594,0,0,0,0
ENSG00000285595,0,0,0,0
ENSG00000285596,6,8,5,7
ENSG00000285597,0,0,1,0
ENSG00000285598,0,0,0,0
ENSG00000285599,0,2,2,1
ENSG00000285600,19,25,33,27
ENSG00000285601,5,2,7,8
ENSG00000285602,4,7,1,0
ENSG00000285603,0,0,0,0
ENSG00000285604,0,0,0,0
ENSG00000285605,0,0,0,0
ENSG00000285606,0,0,0,0
ENSG00000285607,0,0,0,0
ENSG00000285608,12,6,6,4
ENSG00000285609,0,0,0,0
ENSG00000285610,0,0,0,0
ENSG00000285611,0,0,0,0
ENSG00000285612,10,5,6,8
ENSG00000285613,0,0,0,0
ENSG00000285614,0,2,1,2
ENSG00000285615,0,0,0,0
ENSG00000285616,0,0,0,0
ENSG00000285618,0,1,0,0
ENSG00000285619,0,0,0,0
ENSG00000285620,0,0,0,0
ENSG00000285621,0,0,0,1
ENSG00000285622,0,0,0,0
ENSG00000285623,0,0,0,0
ENSG00000285624,0,0,0,0
ENSG00000285625,0,0,0,0
ENSG00000285626,0,0,0,0
ENSG00000285627,0,0,1,0
ENSG00000285628,0,0,0,0
ENSG00000285629,0,0,0,0
ENSG00000285630,0,0,0,0
ENSG00000285631,0,0,0,0
ENSG00000285632,1,1,0,2
ENSG00000285633,0,0,0,0
ENSG00000285634,0,0,0,0
ENSG00000285635,0,0,0,0
ENSG00000285636,0,0,0,0
ENSG00000285637,1,0,1,0
ENSG00000285638,0,0,0,3
ENSG00000285639,0,0,0,0
ENSG00000285640,0,0,0,0
ENSG00000285641,0,3,4,5
ENSG00000285642,0,0,0,0
ENSG00000285643,0,0,0,0
ENSG00000285644,7,7,28,38
ENSG00000285645,0,0,0,0
ENSG00000285646,8,15,4,5
ENSG00000285647,0,0,0,0
ENSG00000285648,0,0,0,0
ENSG00000285649,0,3,11,7
ENSG00000285650,2,3,3,1
ENSG00000285651,1,0,0,1
ENSG00000285652,0,0,0,0
ENSG00000285653,0,0,0,0
ENSG00000285654,0,0,0,0
ENSG00000285655,0,0,0,0
ENSG00000285656,0,0,0,0
ENSG00000285657,0,0,0,0
ENSG00000285658,1,0,0,0
ENSG00000285659,0,0,1,0
ENSG00000285660,0,0,0,0
ENSG00000285661,0,0,0,0
ENSG00000285662,0,0,1,0
ENSG00000285663,0,0,0,0
ENSG00000285664,2,2,4,2
ENSG00000285665,11,0,5,4
ENSG00000285666,0,0,0,1
ENSG00000285667,9,8,29,30
ENSG00000285668,0,0,0,0
ENSG00000285669,19,12,41,21
ENSG00000285670,0,0,0,0
ENSG00000285671,0,0,0,0
ENSG00000285672,0,0,0,0
ENSG00000285673,0,0,0,0
ENSG00000285674,0,0,0,0
ENSG00000285675,0,0,0,0
ENSG00000285676,1,0,1,2
ENSG00000285677,10,15,7,11
ENSG00000285679,0,0,0,0
ENSG00000285680,0,0,0,0
ENSG00000285681,0,0,1,0
ENSG00000285683,0,0,0,0
ENSG00000285684,0,0,0,0
ENSG00000285685,0,0,0,0
ENSG00000285686,0,0,0,0
ENSG00000285687,0,0,0,0
ENSG00000285688,1,1,0,0
ENSG00000285689,0,0,0,0
ENSG00000285690,0,0,0,0
ENSG00000285691,0,0,0,0
ENSG00000285692,0,1,1,0
ENSG00000285693,40,61,114,118
ENSG00000285694,0,0,0,0
ENSG00000285695,0,0,0,0
ENSG00000285696,4,1,2,3
ENSG00000285697,0,0,0,0
ENSG00000285698,0,0,0,1
ENSG00000285699,0,0,0,0
ENSG00000285700,0,0,0,0
ENSG00000285701,0,0,0,0
ENSG00000285702,0,0,0,0
ENSG00000285703,0,0,0,0
ENSG00000285704,0,0,0,0
ENSG00000285705,0,0,0,0
ENSG00000285706,2,4,0,2
ENSG00000285707,0,0,1,0
ENSG00000285708,0,0,0,0
ENSG00000285709,0,0,1,2
ENSG00000285710,9,10,8,8
ENSG00000285711,0,0,0,0
ENSG00000285712,0,2,0,4
ENSG00000285713,0,0,0,0
ENSG00000285714,0,0,0,0
ENSG00000285715,0,0,0,0
ENSG00000285716,0,0,0,0
ENSG00000285717,0,0,0,0
ENSG00000285718,0,0,0,0
ENSG00000285719,0,0,0,0
ENSG00000285720,0,0,0,0
ENSG00000285722,15,11,9,11
ENSG00000285723,0,0,0,0
ENSG00000285724,0,0,0,0
ENSG00000285725,17,15,34,29
ENSG00000285726,0,0,0,0
ENSG00000285727,0,1,0,0
ENSG00000285728,8,12,8,12
ENSG00000285729,0,0,0,0
ENSG00000285730,4,4,5,5
ENSG00000285731,0,0,0,0
ENSG00000285732,0,0,0,0
ENSG00000285733,0,0,0,0
ENSG00000285734,0,0,0,0
ENSG00000285735,0,0,0,0
ENSG00000285736,0,0,0,1
ENSG00000285737,0,0,1,1
ENSG00000285738,0,0,2,0
ENSG00000285739,0,0,0,0
ENSG00000285740,0,0,0,0
ENSG00000285741,0,0,0,0
ENSG00000285742,0,0,0,0
ENSG00000285743,0,0,0,0
ENSG00000285744,0,0,0,1
ENSG00000285745,0,0,0,0
ENSG00000285746,0,0,0,0
ENSG00000285747,0,0,0,0
ENSG00000285748,0,0,0,0
ENSG00000285749,0,0,0,0
ENSG00000285750,0,0,0,0
ENSG00000285751,0,1,0,0
ENSG00000285752,1,4,4,3
ENSG00000285753,0,0,0,0
ENSG00000285754,0,0,0,0
ENSG00000285755,1,2,2,2
ENSG00000285756,287,372,354,344
ENSG00000285757,0,0,0,0
ENSG00000285758,0,0,0,0
ENSG00000285759,0,0,4,0
ENSG00000285760,0,0,0,0
ENSG00000285761,1,0,0,3
ENSG00000285762,0,0,0,0
ENSG00000285763,0,0,0,0
ENSG00000285764,0,0,0,0
ENSG00000285765,0,0,0,0
ENSG00000285766,0,0,0,0
ENSG00000285768,2,2,3,3
ENSG00000285769,1,0,0,0
ENSG00000285770,0,0,0,0
ENSG00000285771,0,0,2,4
ENSG00000285772,0,0,0,0
ENSG00000285773,0,0,0,0
ENSG00000285774,0,0,0,0
ENSG00000285775,0,1,0,0
ENSG00000285776,0,0,0,0
ENSG00000285777,0,0,0,0
ENSG00000285778,0,0,0,0
ENSG00000285779,0,0,0,0
ENSG00000285780,0,0,0,0
ENSG00000285781,0,0,1,0
ENSG00000285782,0,0,0,0
ENSG00000285783,0,0,0,0
ENSG00000285784,0,0,0,0
ENSG00000285785,0,0,0,0
ENSG00000285786,0,0,0,0
ENSG00000285788,0,0,0,0
ENSG00000285789,0,0,0,0
ENSG00000285790,0,0,0,0
ENSG00000285791,0,0,3,0
ENSG00000285792,0,0,0,0
ENSG00000285793,35,24,31,19
ENSG00000285794,0,0,0,0
ENSG00000285796,58,87,130,102
ENSG00000285797,0,0,0,0
ENSG00000285798,0,0,0,0
ENSG00000285799,1,0,16,8
ENSG00000285800,0,1,0,0
ENSG00000285801,0,0,0,0
ENSG00000285802,1,0,1,1
ENSG00000285803,0,1,0,0
ENSG00000285804,0,0,0,0
ENSG00000285805,0,3,8,15
ENSG00000285806,0,0,0,0
ENSG00000285807,0,0,0,0
ENSG00000285808,0,0,0,0
ENSG00000285809,0,0,0,0
ENSG00000285810,0,0,0,1
ENSG00000285811,0,0,0,0
ENSG00000285812,1,0,0,0
ENSG00000285813,0,0,0,0
ENSG00000285814,0,0,0,0
ENSG00000285815,0,0,0,0
ENSG00000285816,1,3,1,10
ENSG00000285817,0,0,0,0
ENSG00000285818,1,1,1,0
ENSG00000285819,0,0,0,0
ENSG00000285820,0,0,0,0
ENSG00000285821,0,0,0,0
ENSG00000285822,0,0,0,0
ENSG00000285823,0,0,0,0
ENSG00000285824,0,0,0,0
ENSG00000285825,5,13,17,16
ENSG00000285826,0,0,0,0
ENSG00000285827,1,1,0,0
ENSG00000285829,0,0,0,0
ENSG00000285830,4,10,4,4
ENSG00000285831,0,0,0,0
ENSG00000285833,0,1,0,0
ENSG00000285834,1,0,0,0
ENSG00000285835,0,0,0,0
ENSG00000285836,0,0,0,0
ENSG00000285837,0,0,0,0
ENSG00000285838,0,0,0,0
ENSG00000285839,0,0,0,0
ENSG00000285840,0,0,0,0
ENSG00000285841,0,0,0,0
